date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:51:18	2747/2747	---M--	200	added ('OK')	application/json	date:Fri,%2014%20Jul%202023%2006:52:00%20GMT	https://zeitgypsum.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fzeitgypsum.com%2Fsan-pham%2Fproduct-tuong-trung%2F	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-json/oembed/1.0/embeda534.json	(from https://zeitgypsum.com/san-pham/product-tuong-trung/)
13:51:19	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Jul%202023%2006:52:00%20GMT	https://zeitgypsum.com/?p=291	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/index820e.html	(from https://zeitgypsum.com/san-pham/product-tuong-trung/)
13:51:19	2867/2867	---M-Z	200	added ('OK')	text/xml	date:Fri,%2014%20Jul%202023%2006:52:00%20GMT	https://zeitgypsum.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fzeitgypsum.com%2Fsan-pham%2Fproduct-tuong-trung%2F&format=xml	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-json/oembed/1.0/embed5497	(from https://zeitgypsum.com/san-pham/product-tuong-trung/)
13:51:19	213829/213829	---M--	200	added ('OK')	image/jpeg	date:Fri,%2002%20Jun%202023%2003:18:26%20GMT	https://zeitgypsum.com/wp-content/uploads/2023/06/Thumbnail_STANDARD_1-1.jpg	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2023/06/Thumbnail_STANDARD_1-1.jpg	(from https://zeitgypsum.com/san-pham/product-tuong-trung/)
13:51:19	195384/195384	---M--	200	added ('OK')	image/jpeg	date:Fri,%2002%20Jun%202023%2003:18:26%20GMT	https://zeitgypsum.com/wp-content/uploads/2023/06/Thumbnail_STANDARD_2-1.jpg	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2023/06/Thumbnail_STANDARD_2-1.jpg	(from https://zeitgypsum.com/san-pham/product-tuong-trung/)
13:51:19	159815/159815	---M--	200	added ('OK')	image/jpeg	date:Fri,%2002%20Jun%202023%2003:18:27%20GMT	https://zeitgypsum.com/wp-content/uploads/2023/06/Thumbnail_STANDARD_4-1.jpg	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2023/06/Thumbnail_STANDARD_4-1.jpg	(from https://zeitgypsum.com/san-pham/product-tuong-trung/)
13:51:19	240957/240957	---M--	200	added ('OK')	image/jpeg	date:Fri,%2002%20Jun%202023%2007:57:00%20GMT	https://zeitgypsum.com/wp-content/uploads/2023/06/Thumbnail_STANDARD_33.jpg	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2023/06/Thumbnail_STANDARD_33.jpg	(from https://zeitgypsum.com/san-pham/product-tuong-trung/)
13:51:20	181344/181344	---M--	200	added ('OK')	image/jpeg	date:Fri,%2002%20Jun%202023%2003:18:28%20GMT	https://zeitgypsum.com/wp-content/uploads/2023/06/Thumbnail_STANDARD_5-1.jpg	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2023/06/Thumbnail_STANDARD_5-1.jpg	(from https://zeitgypsum.com/san-pham/product-tuong-trung/)
13:51:20	15855/15855	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jun%202022%2007:19:34%20GMT	https://zeitgypsum.com/wp-content/uploads/2022/06/160622-BV-Tran-noi-1_413x310.jpg	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2022/06/160622-BV-Tran-noi-1_413x310.jpg	(from https://zeitgypsum.com/san-pham/product-tuong-trung/)
13:51:20	2892/2892	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2001%20Jul%202022%2007:10:58%20GMT	https://zeitgypsum.com/wp-content/themes/zeit-theme-dev/tpl-product-detail/tpl-product-detail.js?ver=6.2.2	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/themes/zeit-theme-dev/tpl-product-detail/tpl-product-detail3781.js	(from https://zeitgypsum.com/san-pham/product-tuong-trung/)
13:51:21	2749/2749	---M--	200	added ('OK')	application/json	date:Fri,%2014%20Jul%202023%2006:52:02%20GMT	https://zeitgypsum.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fzeitgypsum.com%2Fsan-pham%2Ftam-thach-cao-chong-am-zeit%2F	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-json/oembed/1.0/embed1e2d.json	(from https://zeitgypsum.com/san-pham/tam-thach-cao-chong-am-zeit/)
13:51:21	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Jul%202023%2006:52:02%20GMT	https://zeitgypsum.com/?p=309	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/indexef92.html	(from https://zeitgypsum.com/san-pham/tam-thach-cao-chong-am-zeit/)
13:51:21	2875/2875	---M-Z	200	added ('OK')	text/xml	date:Fri,%2014%20Jul%202023%2006:52:02%20GMT	https://zeitgypsum.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fzeitgypsum.com%2Fsan-pham%2Ftam-thach-cao-chong-am-zeit%2F&format=xml	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-json/oembed/1.0/embed0ef7	(from https://zeitgypsum.com/san-pham/tam-thach-cao-chong-am-zeit/)
13:51:21	208683/208683	---M--	200	added ('OK')	image/jpeg	date:Fri,%2002%20Jun%202023%2003:18:23%20GMT	https://zeitgypsum.com/wp-content/uploads/2023/06/Thumbnail_MOISTURE_1.jpg	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2023/06/Thumbnail_MOISTURE_1.jpg	(from https://zeitgypsum.com/san-pham/tam-thach-cao-chong-am-zeit/)
13:51:21	194247/194247	---M--	200	added ('OK')	image/jpeg	date:Fri,%2002%20Jun%202023%2003:18:24%20GMT	https://zeitgypsum.com/wp-content/uploads/2023/06/Thumbnail_MOISTURE_2.jpg	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2023/06/Thumbnail_MOISTURE_2.jpg	(from https://zeitgypsum.com/san-pham/tam-thach-cao-chong-am-zeit/)
13:51:21	158146/158146	---M--	200	added ('OK')	image/jpeg	date:Fri,%2002%20Jun%202023%2003:18:24%20GMT	https://zeitgypsum.com/wp-content/uploads/2023/06/Thumbnail_MOISTURE_4.jpg	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2023/06/Thumbnail_MOISTURE_4.jpg	(from https://zeitgypsum.com/san-pham/tam-thach-cao-chong-am-zeit/)
13:51:22	205490/205490	---M--	200	added ('OK')	image/jpeg	date:Fri,%2002%20Jun%202023%2006:22:06%20GMT	https://zeitgypsum.com/wp-content/uploads/2023/06/Thumbnail_MOISTURE_3-1.jpg	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2023/06/Thumbnail_MOISTURE_3-1.jpg	(from https://zeitgypsum.com/san-pham/tam-thach-cao-chong-am-zeit/)
13:51:22	19150/19150	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jun%202022%2007:19:34%20GMT	https://zeitgypsum.com/wp-content/uploads/2022/06/160622-BV-Tran-chim-xuong-ca-1_413x310.jpg	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2022/06/160622-BV-Tran-chim-xuong-ca-1_413x310.jpg	(from https://zeitgypsum.com/san-pham/tam-thach-cao-chong-am-zeit/)
13:51:22	2763/2763	---M--	200	added ('OK')	application/json	date:Fri,%2014%20Jul%202023%2006:52:04%20GMT	https://zeitgypsum.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fzeitgypsum.com%2Fsan-pham%2Ftam-thach-cao-chong-chay-zeit%2F	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-json/oembed/1.0/embed79f2.json	(from https://zeitgypsum.com/san-pham/tam-thach-cao-chong-chay-zeit/)
13:51:23	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Jul%202023%2006:52:04%20GMT	https://zeitgypsum.com/?p=311	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/index2e31.html	(from https://zeitgypsum.com/san-pham/tam-thach-cao-chong-chay-zeit/)
13:51:23	2883/2883	---M-Z	200	added ('OK')	text/xml	date:Fri,%2014%20Jul%202023%2006:52:04%20GMT	https://zeitgypsum.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fzeitgypsum.com%2Fsan-pham%2Ftam-thach-cao-chong-chay-zeit%2F&format=xml	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-json/oembed/1.0/embedb102	(from https://zeitgypsum.com/san-pham/tam-thach-cao-chong-chay-zeit/)
13:51:23	209794/209794	---M--	200	added ('OK')	image/jpeg	date:Fri,%2002%20Jun%202023%2006:22:04%20GMT	https://zeitgypsum.com/wp-content/uploads/2023/06/Thumbnail_FIRE_1.jpg	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2023/06/Thumbnail_FIRE_1.jpg	(from https://zeitgypsum.com/san-pham/tam-thach-cao-chong-chay-zeit/)
13:51:23	194175/194175	---M--	200	added ('OK')	image/jpeg	date:Fri,%2002%20Jun%202023%2006:22:05%20GMT	https://zeitgypsum.com/wp-content/uploads/2023/06/Thumbnail_FIRE_2.jpg	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2023/06/Thumbnail_FIRE_2.jpg	(from https://zeitgypsum.com/san-pham/tam-thach-cao-chong-chay-zeit/)
13:51:23	158950/158950	---M--	200	added ('OK')	image/jpeg	date:Fri,%2002%20Jun%202023%2006:22:06%20GMT	https://zeitgypsum.com/wp-content/uploads/2023/06/Thumbnail_FIRE_4.jpg	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2023/06/Thumbnail_FIRE_4.jpg	(from https://zeitgypsum.com/san-pham/tam-thach-cao-chong-chay-zeit/)
13:51:23	267000/267000	---M--	200	added ('OK')	image/jpeg	date:Fri,%2002%20Jun%202023%2006:28:04%20GMT	https://zeitgypsum.com/wp-content/uploads/2023/06/Thumbnail_FIRE_3-1.jpg	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2023/06/Thumbnail_FIRE_3-1.jpg	(from https://zeitgypsum.com/san-pham/tam-thach-cao-chong-chay-zeit/)
13:51:24	14530/14530	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jun%202022%2007:19:34%20GMT	https://zeitgypsum.com/wp-content/uploads/2022/06/160622-BV-Vach-thach-cao-Khung-@610-1_413x310.jpg	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2022/06/160622-BV-Vach-thach-cao-Khung-@610-1_413x310.jpg	(from https://zeitgypsum.com/san-pham/tam-thach-cao-chong-chay-zeit/)
13:51:24	13838/13838	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jun%202022%2007:19:34%20GMT	https://zeitgypsum.com/wp-content/uploads/2022/06/160622-BV-Vach-thach-cao-Khung-@406-1_413x310.jpg	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2022/06/160622-BV-Vach-thach-cao-Khung-@406-1_413x310.jpg	(from https://zeitgypsum.com/san-pham/tam-thach-cao-chong-chay-zeit/)
13:51:24	2902/2902	---M-Z	200	added ('OK')	text/css	date:Fri,%2001%20Jul%202022%2007:10:58%20GMT	https://zeitgypsum.com/wp-content/themes/zeit-theme-dev/tpl-news-detail/tpl-news-detail.css?ver=6.2.2	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/themes/zeit-theme-dev/tpl-news-detail/tpl-news-detail3781.css	(from https://zeitgypsum.com/tin-tuc/tiet-kiem-chi-phi-toi-da-khi-thi-cong-tam-thach-cao-zeit-gypsum/)
13:51:25	3538/3538	---M--	200	added ('OK')	application/json	date:Fri,%2014%20Jul%202023%2006:52:06%20GMT	https://zeitgypsum.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fzeitgypsum.com%2Ftin-tuc%2Ftiet-kiem-chi-phi-toi-da-khi-thi-cong-tam-thach-cao-zeit-gypsum%2F	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-json/oembed/1.0/embed26fd.json	(from https://zeitgypsum.com/tin-tuc/tiet-kiem-chi-phi-toi-da-khi-thi-cong-tam-thach-cao-zeit-gypsum/)
13:51:25	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Jul%202023%2006:52:06%20GMT	https://zeitgypsum.com/?p=2393	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/index5b45.html	(from https://zeitgypsum.com/tin-tuc/tiet-kiem-chi-phi-toi-da-khi-thi-cong-tam-thach-cao-zeit-gypsum/)
13:51:25	3745/3745	---M-Z	200	added ('OK')	text/xml	date:Fri,%2014%20Jul%202023%2006:52:06%20GMT	https://zeitgypsum.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fzeitgypsum.com%2Ftin-tuc%2Ftiet-kiem-chi-phi-toi-da-khi-thi-cong-tam-thach-cao-zeit-gypsum%2F&format=xml	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-json/oembed/1.0/embed89cc	(from https://zeitgypsum.com/tin-tuc/tiet-kiem-chi-phi-toi-da-khi-thi-cong-tam-thach-cao-zeit-gypsum/)
13:51:26	11256/11256	---M-Z	200	added ('OK')	text/css	date:Tue,%2029%20Sep%202020%2014:23:06%20GMT	https://zeitgypsum.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min1f61.css	(from https://zeitgypsum.com/tin-tuc/tiet-kiem-chi-phi-toi-da-khi-thi-cong-tam-thach-cao-zeit-gypsum/)
13:51:26	4186/4186	---M-Z	200	added ('OK')	text/css	date:Fri,%2007%20Jun%202019%2019:15:02%20GMT	https://zeitgypsum.com/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=6.2.2	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-includes/js/mediaelement/wp-mediaelement.min3781.css	(from https://zeitgypsum.com/tin-tuc/tiet-kiem-chi-phi-toi-da-khi-thi-cong-tam-thach-cao-zeit-gypsum/)
13:51:26	651/651	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2001%20Jul%202022%2007:10:58%20GMT	https://zeitgypsum.com/wp-content/themes/zeit-theme-dev/tpl-news-detail/tpl-news-detail.js?ver=6.2.2	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/themes/zeit-theme-dev/tpl-news-detail/tpl-news-detail3781.js	(from https://zeitgypsum.com/tin-tuc/tiet-kiem-chi-phi-toi-da-khi-thi-cong-tam-thach-cao-zeit-gypsum/)
13:51:27	3508/3508	---M--	200	added ('OK')	application/json	date:Fri,%2014%20Jul%202023%2006:52:08%20GMT	https://zeitgypsum.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fzeitgypsum.com%2Ftin-tuc%2Fdang-ky-1-doi-1-gia-chu-tam-an-tho-thau-uy-tin%2F	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-json/oembed/1.0/embed7bd6.json	(from https://zeitgypsum.com/tin-tuc/dang-ky-1-doi-1-gia-chu-tam-an-tho-thau-uy-tin/)
13:51:27	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Jul%202023%2006:52:08%20GMT	https://zeitgypsum.com/?p=2334	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/indexb4c3.html	(from https://zeitgypsum.com/tin-tuc/dang-ky-1-doi-1-gia-chu-tam-an-tho-thau-uy-tin/)
13:51:27	3713/3713	---M-Z	200	added ('OK')	text/xml	date:Fri,%2014%20Jul%202023%2006:52:08%20GMT	https://zeitgypsum.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fzeitgypsum.com%2Ftin-tuc%2Fdang-ky-1-doi-1-gia-chu-tam-an-tho-thau-uy-tin%2F&format=xml	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-json/oembed/1.0/embed103f	(from https://zeitgypsum.com/tin-tuc/dang-ky-1-doi-1-gia-chu-tam-an-tho-thau-uy-tin/)
13:51:27	388161/388161	---M--	200	added ('OK')	image/jpeg	date:Fri,%2024%20Mar%202023%2009:33:58%20GMT	https://zeitgypsum.com/wp-content/uploads/2023/03/Dang-ky-1-doi-1_2-scaled.jpg	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2023/03/Dang-ky-1-doi-1_2-scaled.jpg	(from https://zeitgypsum.com/tin-tuc/dang-ky-1-doi-1-gia-chu-tam-an-tho-thau-uy-tin/)
13:51:27	341056/341056	---M--	200	added ('OK')	image/jpeg	date:Fri,%2024%20Mar%202023%2009:34:05%20GMT	https://zeitgypsum.com/wp-content/uploads/2023/03/Dang-ky-1-doi-1_3-scaled.jpg	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2023/03/Dang-ky-1-doi-1_3-scaled.jpg	(from https://zeitgypsum.com/tin-tuc/dang-ky-1-doi-1-gia-chu-tam-an-tho-thau-uy-tin/)
13:51:28	552848/552848	---M--	200	added ('OK')	image/jpeg	date:Fri,%2024%20Mar%202023%2009:34:13%20GMT	https://zeitgypsum.com/wp-content/uploads/2023/03/Dang-ky-1-doi-1_4-scaled.jpg	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2023/03/Dang-ky-1-doi-1_4-scaled.jpg	(from https://zeitgypsum.com/tin-tuc/dang-ky-1-doi-1-gia-chu-tam-an-tho-thau-uy-tin/)
13:51:28	3308/3308	---M--	200	added ('OK')	application/json	date:Fri,%2014%20Jul%202023%2006:52:09%20GMT	https://zeitgypsum.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fzeitgypsum.com%2Ftin-tuc%2Fcac-du-an-da-va-dang-thuc-hien%2F	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-json/oembed/1.0/embed4759.json	(from https://zeitgypsum.com/tin-tuc/cac-du-an-da-va-dang-thuc-hien/)
13:51:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Jul%202023%2006:52:09%20GMT	https://zeitgypsum.com/?p=2257	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/indexbe4b.html	(from https://zeitgypsum.com/tin-tuc/cac-du-an-da-va-dang-thuc-hien/)
13:51:28	3478/3478	---M-Z	200	added ('OK')	text/xml	date:Fri,%2014%20Jul%202023%2006:52:10%20GMT	https://zeitgypsum.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fzeitgypsum.com%2Ftin-tuc%2Fcac-du-an-da-va-dang-thuc-hien%2F&format=xml	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-json/oembed/1.0/embedec7e	(from https://zeitgypsum.com/tin-tuc/cac-du-an-da-va-dang-thuc-hien/)
13:51:28	99258/99258	---M--	200	added ('OK')	image/jpeg	date:Sun,%2012%20Mar%202023%2011:19:29%20GMT	https://zeitgypsum.com/wp-content/uploads/2023/03/Lotte-Mall-Tay-Ho_1.jpg	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2023/03/Lotte-Mall-Tay-Ho_1.jpg	(from https://zeitgypsum.com/tin-tuc/cac-du-an-da-va-dang-thuc-hien/)
13:51:29	1123397/1123397	---M--	200	added ('OK')	image/png	date:Sun,%2012%20Mar%202023%2011:19:30%20GMT	https://zeitgypsum.com/wp-content/uploads/2023/03/Lotte-Mall-Tay-Ho_3.jpg.png	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2023/03/Lotte-Mall-Tay-Ho_3.jpg.png	(from https://zeitgypsum.com/tin-tuc/cac-du-an-da-va-dang-thuc-hien/)
13:51:29	1094695/1094695	---M--	200	added ('OK')	image/png	date:Sun,%2012%20Mar%202023%2012:49:18%20GMT	https://zeitgypsum.com/wp-content/uploads/2023/03/Zeit-Thu-Thiem_1.png	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2023/03/Zeit-Thu-Thiem_1.png	(from https://zeitgypsum.com/tin-tuc/cac-du-an-da-va-dang-thuc-hien/)
13:51:29	153734/153734	---M--	200	added ('OK')	image/jpeg	date:Sun,%2012%20Mar%202023%2012:49:36%20GMT	https://zeitgypsum.com/wp-content/uploads/2023/03/Zeit-Thu-Thiem_2.png.jpg	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2023/03/Zeit-Thu-Thiem_2.png.jpg	(from https://zeitgypsum.com/tin-tuc/cac-du-an-da-va-dang-thuc-hien/)
13:51:29	1041189/1041189	---M--	200	added ('OK')	image/png	date:Sun,%2012%20Mar%202023%2013:00:46%20GMT	https://zeitgypsum.com/wp-content/uploads/2023/03/Chung-cu-Vinh-Loc.png	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2023/03/Chung-cu-Vinh-Loc.png	(from https://zeitgypsum.com/tin-tuc/cac-du-an-da-va-dang-thuc-hien/)
13:51:29	1210090/1210090	---M--	200	added ('OK')	image/png	date:Sun,%2012%20Mar%202023%2013:02:33%20GMT	https://zeitgypsum.com/wp-content/uploads/2023/03/Nha-Kho-van-JD-.png	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2023/03/Nha-Kho-van-JD-.png	(from https://zeitgypsum.com/tin-tuc/cac-du-an-da-va-dang-thuc-hien/)
13:51:30	119977/119977	---M--	200	added ('OK')	image/jpeg	date:Sun,%2012%20Mar%202023%2013:03:15%20GMT	https://zeitgypsum.com/wp-content/uploads/2023/03/Nha-xuong-Ashton.jpg	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2023/03/Nha-xuong-Ashton.jpg	(from https://zeitgypsum.com/tin-tuc/cac-du-an-da-va-dang-thuc-hien/)
13:51:30	1019849/1019849	---M--	200	added ('OK')	image/png	date:Sun,%2012%20Mar%202023%2013:04:06%20GMT	https://zeitgypsum.com/wp-content/uploads/2023/03/Chung-cu-Dragon.png	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2023/03/Chung-cu-Dragon.png	(from https://zeitgypsum.com/tin-tuc/cac-du-an-da-va-dang-thuc-hien/)
13:51:30	834802/834802	---M--	200	added ('OK')	image/png	date:Sun,%2012%20Mar%202023%2013:05:02%20GMT	https://zeitgypsum.com/wp-content/uploads/2023/03/Khach-san-Yen-Hoa.png	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2023/03/Khach-san-Yen-Hoa.png	(from https://zeitgypsum.com/tin-tuc/cac-du-an-da-va-dang-thuc-hien/)
13:51:30	1093032/1093032	---M--	200	added ('OK')	image/png	date:Sun,%2012%20Mar%202023%2013:05:37%20GMT	https://zeitgypsum.com/wp-content/uploads/2023/03/NOXH-Cao-Nguyen.png	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2023/03/NOXH-Cao-Nguyen.png	(from https://zeitgypsum.com/tin-tuc/cac-du-an-da-va-dang-thuc-hien/)
13:51:31	3459/3459	---M--	200	added ('OK')	application/json	date:Fri,%2014%20Jul%202023%2006:52:12%20GMT	https://zeitgypsum.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fzeitgypsum.com%2Ftin-tuc%2Fchuong-trinh-loc-dau-nam-cung-zeit-gypsum-2%2F	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-json/oembed/1.0/embedd981.json	(from https://zeitgypsum.com/tin-tuc/chuong-trinh-loc-dau-nam-cung-zeit-gypsum-2/)
13:51:31	58491/58491	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Jul%202023%2006:52:12%20GMT	https://zeitgypsum.com/en/news/chuong-trinh-loc-dau-nam-cung-zeit-gypsum-2/	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/en/news/chuong-trinh-loc-dau-nam-cung-zeit-gypsum-2/index.html	(from https://zeitgypsum.com/tin-tuc/chuong-trinh-loc-dau-nam-cung-zeit-gypsum-2/)
13:51:31	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Jul%202023%2006:52:12%20GMT	https://zeitgypsum.com/?p=2250	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/index8a20.html	(from https://zeitgypsum.com/tin-tuc/chuong-trinh-loc-dau-nam-cung-zeit-gypsum-2/)
13:51:31	3671/3671	---M-Z	200	added ('OK')	text/xml	date:Fri,%2014%20Jul%202023%2006:52:12%20GMT	https://zeitgypsum.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fzeitgypsum.com%2Ftin-tuc%2Fchuong-trinh-loc-dau-nam-cung-zeit-gypsum-2%2F&format=xml	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-json/oembed/1.0/embed2217	(from https://zeitgypsum.com/tin-tuc/chuong-trinh-loc-dau-nam-cung-zeit-gypsum-2/)
13:51:32	7674/7674	---M--	200	added ('OK')	application/json	date:Fri,%2014%20Jul%202023%2006:52:13%20GMT	https://zeitgypsum.com/wp-json/wp/v2/pages/108	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-json/wp/v2/pages/108.json	(from https://zeitgypsum.com/tai-lieu/nhan-dien-thach-cao/)
13:51:32	2552/2552	---M--	200	added ('OK')	application/json	date:Fri,%2014%20Jul%202023%2006:52:13%20GMT	https://zeitgypsum.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fzeitgypsum.com%2Ftai-lieu%2Fnhan-dien-thach-cao%2F	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-json/oembed/1.0/embed23e1.json	(from https://zeitgypsum.com/tai-lieu/nhan-dien-thach-cao/)
13:51:32	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2014%20Jul%202023%2006:52:13%20GMT	https://zeitgypsum.com/?p=108	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/index460d.html	(from https://zeitgypsum.com/tai-lieu/nhan-dien-thach-cao/)
13:51:32	2634/2634	---M-Z	200	added ('OK')	text/xml	date:Fri,%2014%20Jul%202023%2006:52:13%20GMT	https://zeitgypsum.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fzeitgypsum.com%2Ftai-lieu%2Fnhan-dien-thach-cao%2F&format=xml	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-json/oembed/1.0/embedba9c	(from https://zeitgypsum.com/tai-lieu/nhan-dien-thach-cao/)
13:51:32	292465/292465	---M--	200	added ('OK')	image/jpeg	date:Fri,%2017%20Jun%202022%2001:38:29%20GMT	https://zeitgypsum.com/wp-content/uploads/2022/06/z3498473482206_a1fe3105e629745e60d94287e276842e.jpg	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2022/06/z3498473482206_a1fe3105e629745e60d94287e276842e.jpg	(from https://zeitgypsum.com/tai-lieu/nhan-dien-thach-cao/)
13:51:32	285560/285560	---M--	200	added ('OK')	image/jpeg	date:Fri,%2017%20Jun%202022%2001:49:18%20GMT	https://zeitgypsum.com/wp-content/uploads/2022/06/z3498498167653_dc2466376377bae32957d9735af3e9ca.jpg	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2022/06/z3498498167653_dc2466376377bae32957d9735af3e9ca.jpg	(from https://zeitgypsum.com/tai-lieu/nhan-dien-thach-cao/)
